customer_id,age,gender,city_type,employment_type,employment_years,business_vintage_years,education_level,annual_income,monthly_income,dependents,credit_score,cibil_score,loan_type,requested_loan_amount,loan_tenure_months,property_value,property_location,down_payment,property_type,gold_weight,gold_purity,gold_market_value,course_fee,college,course_duration,coapplicant_income,business_turnover,years_in_business,business_type,gst_number,interest_rate,emi_amount,emi_income_ratio,probability_of_default,loan_approval_status,safe_loan_amount
118,52,Female,Urban,Salaried,1,13,Postgraduate,1564104,130342,2,709,684,home,7820520,36,11193070.298903888,City Center,2971919.942610774,Apartment,,,,,,,,,,,,8.5,246874.55777167916,1.8940522454134443,0.40923987990519356,Rejected,2477393
119,55,Male,Rural,Self-employed,10,2,Postgraduate,623400,51950,0,799,780,gold,115433,240,,,,,27.0,22.0,162000.0,,,,,,,,,11.0,1191.48602697145,0.02293524594747738,0.24765018596112323,Rejected,81162
120,35,Male,Semi-Urban,Self-employed,5,13,School,1486320,123860,3,624,594,home,6316860,120,7683393.119299018,City Center,1661086.2986960693,Land,,,,,,,,,,,,8.5,78320.02386238443,0.6323270132600067,0.7145599002091385,Rejected,5993918
121,46,Female,Rural,Salaried,7,7,Graduate,0,0,2,728,701,business,5140096,120,,,,,,,,,,,,2937198.0,9.0,Services,8Q072NWK8YFRHT0,13.0,76747.15373139764,0.3135525234515248,0.07518988708315247,Approved,0
122,38,Male,Urban,Self-employed,15,6,Postgraduate,547380,45615,0,802,844,gold,494071,120,,,,,122.0,22.0,732000.0,,,,,,,,,11.0,6805.828582901104,0.1492015473616377,0.26248414350243876,Approved,0
123,50,Female,Urban,Salaried,6,12,School,0,0,3,629,596,business,8404431,36,,,,,,,,,,,,2801477.0,14.0,Services,ZI8ALNMRBO2VVEP,13.0,283178.4947289792,1.2129822721185113,0.5405593030722198,Rejected,4157240
124,23,Female,Semi-Urban,Self-employed,2,2,Postgraduate,0,0,3,619,645,business,826543,12,,,,,,,,,,,,762963.0,15.0,Manufacturing,PZLCSOV0RX60RIA,13.0,73824.56901861663,1.1611242330537648,0.6595353382747554,Rejected,355924
125,53,Female,Urban,Student,0,15,Graduate,0,0,1,723,697,education,894459,12,,,,,,,,1095717.0,ABC University,30.0,52550.0,,,,,10.0,78637.15657586743,1.4964254343647465,0.5180640426202929,Rejected,298865
126,28,Female,Urban,Self-employed,13,2,Postgraduate,1938420,161535,0,432,399,home,6946005,180,11491442.921253445,City Center,3249047.6964298687,Independent House,,,,,,,,,,,,8.5,68400.0589304896,0.42343800990800506,0.7217599139412709,Rejected,4260773
127,27,Male,Urban,Self-employed,20,11,Graduate,1675056,139588,1,701,652,home,7398164,36,9332684.95037574,Town,1979533.8279317191,Land,,,,,,,,,,,,8.5,233541.8189356152,1.673079483448543,0.7467093883559555,Rejected,2653131
128,47,Male,Rural,Salaried,8,6,Postgraduate,724188,60349,1,582,613,gold,518778,24,,,,,136.0,24.0,816000.0,,,,,,,,,11.0,24179.12108391664,0.4006548755392242,0.41623035058711544,Approved,0
129,53,Female,Semi-Urban,Student,0,11,Postgraduate,0,0,2,614,643,education,1111975,120,,,,,,,,1178520.0,XYZ College,34.0,71926.0,,,,,10.0,14694.831564409724,0.2043048628369397,0.10341419207804114,Rejected,885992
130,24,Female,Rural,Salaried,16,11,School,1555404,129617,1,603,606,home,2592340,180,3371287.7259546435,Suburban,568288.163872412,Land,,,,,,,,,,,,8.5,25527.79745592833,0.19694791158511868,0.10538208458548036,Approved,0
131,39,Female,Semi-Urban,Salaried,4,15,Postgraduate,1541076,128423,3,611,633,gold,346241,240,,,,,89.0,24.0,534000.0,,,,,,,,,11.0,3573.859411646772,0.02782881112921184,0.061645404663722196,Approved,0
132,45,Male,Rural,Salaried,12,10,Graduate,828648,69054,3,701,700,gold,510053,240,,,,,123.0,24.0,738000.0,,,,,,,,,11.0,5264.707860965833,0.07624044748987507,0.019731989412370622,Rejected,340944
133,28,Female,Rural,Student,0,6,Graduate,0,0,1,787,813,education,605924,180,,,,,,,,812419.0,National Institute,32.0,60931.0,,,,,10.0,6511.290313421736,0.10686334236138806,0.13881602204595506,Approved,0
134,43,Female,Rural,Student,0,8,Graduate,0,0,3,712,673,education,822485,12,,,,,,,,1005112.0,National Institute,28.0,42726.0,,,,,10.0,72309.4985083747,1.6924003770157445,0.5724293763682544,Rejected,242994
135,51,Male,Semi-Urban,Self-employed,8,14,School,0,0,3,473,489,business,7808665,12,,,,,,,,,,,,2532540.0,6.0,Retail,79QOK49XXVC8WXA,13.0,697448.684745689,3.3047392013347343,1.0,Rejected,1417721
136,34,Female,Semi-Urban,Self-employed,5,3,Graduate,570060,47505,0,707,664,gold,533016,36,,,,,130.0,24.0,780000.0,,,,,,,,,11.0,17450.2600428358,0.36733522877246183,0.2592605999775769,Approved,0
137,25,Female,Rural,Student,0,12,School,0,0,1,706,692,education,914969,60,,,,,,,,1190273.0,National Institute,24.0,78923.0,,,,,10.0,19440.387252424476,0.2463209362597022,0.11625359408691381,Approved,0
138,33,Male,Semi-Urban,Self-employed,13,9,School,858408,71534,3,673,700,gold,244549,36,,,,,63.0,22.0,378000.0,,,,,,,,,11.0,8006.2205322456575,0.11192189074070592,0.2355225863728854,Approved,0
139,28,Female,Rural,Salaried,7,10,Graduate,1497192,124766,3,450,416,gold,185767,24,,,,,41.0,24.0,246000.0,,,,,,,,,11.0,8658.198278253787,0.06939549459190635,0.4865608071874413,Rejected,139579
140,22,Male,Rural,Self-employed,14,6,Postgraduate,1288860,107405,3,614,605,gold,622156,120,,,,,134.0,24.0,804000.0,,,,,,,,,11.0,8570.199602533681,0.07979330201139315,0.2995645269292308,Approved,0
141,50,Female,Semi-Urban,Salaried,19,1,Graduate,0,0,3,694,675,business,10635083,120,,,,,,,,,,,,3190525.0,11.0,Manufacturing,DVO8NEI3YM18ZTD,13.0,158793.21124492103,0.5972429411896326,0.4801332423078328,Rejected,7283959
142,21,Male,Rural,Salaried,5,2,Postgraduate,0,0,0,674,724,business,8901530,120,,,,,,,,,,,,3236920.0,10.0,Retail,KEUA68KM1SQQN6C,13.0,132909.40312294711,0.49272544192484385,0.19776121066754082,Approved,0
143,53,Female,Urban,Student,0,9,School,0,0,1,709,754,education,281291,120,,,,,,,,289306.0,ABC University,27.0,79434.0,,,,,10.0,3717.2812928207695,0.046797105682966605,0.07146081914152894,Rejected,213090
144,22,Female,Rural,Self-employed,15,5,Postgraduate,314544,26212,4,698,708,gold,119599,180,,,,,33.0,22.0,198000.0,,,,,,,,,11.0,1359.3585677597307,0.05186016205401078,0.23730128578431703,Approved,0
145,35,Male,Semi-Urban,Salaried,14,1,Postgraduate,1729104,144092,1,627,617,gold,317848,240,,,,,81.0,22.0,486000.0,,,,,,,,,11.0,3280.7901613994386,0.022768718328563965,0.15994992198117974,Approved,0
146,39,Male,Urban,Self-employed,9,10,Postgraduate,701928,58494,1,425,416,gold,669475,24,,,,,167.0,22.0,1002000.0,,,,,,,,,11.0,31202.78247661831,0.5334356083806597,1.0,Rejected,627512
147,33,Male,Rural,Self-employed,10,13,Graduate,1006008,83834,1,577,546,gold,429925,12,,,,,96.0,22.0,576000.0,,,,,,,,,11.0,37997.48453990021,0.4532467082556028,0.6468132742274603,Rejected,331657
148,41,Male,Rural,Salaried,4,2,Postgraduate,0,0,2,793,838,business,1661509,24,,,,,,,,,,,,1246132.0,12.0,Retail,Z7PEVZ4XE1MTTS0,13.0,78991.16610711518,0.7606690088091648,0.5654453374154381,Rejected,1310564
149,49,Female,Urban,Salaried,12,15,Postgraduate,0,0,3,596,608,business,1939401,120,,,,,,,,,,,,628995.0,13.0,Services,RFXT5CELEP7Z8M4,13.0,28957.339842257094,0.5524496667017784,0.9477792551386429,Rejected,1755274
150,35,Male,Rural,Salaried,6,14,Postgraduate,0,0,2,429,475,business,12013907,24,,,,,,,,,,,,4971272.0,10.0,Retail,3Q11FNX878Y1G7V,13.0,571163.0351881535,1.3787128168118425,0.9860798448645778,Rejected,5228314
151,39,Female,Rural,Salaried,19,5,Graduate,593952,49496,0,426,453,gold,606693,120,,,,,160.0,22.0,960000.0,,,,,,,,,11.0,8357.196760072982,0.1688459018925364,0.4830409472040551,Rejected,398862
152,41,Male,Rural,Salaried,13,11,Postgraduate,730584,60882,0,597,645,gold,152937,12,,,,,37.0,22.0,222000.0,,,,,,,,,11.0,13516.825709318411,0.22201678179623552,0.4560072224468952,Approved,0
153,35,Female,Semi-Urban,Salaried,4,9,School,648036,54003,1,673,635,home,1782099,120,2363973.9843437704,Town,517830.52328440495,Apartment,,,,,,,,,,,,8.5,22095.477215757743,0.4091527732858868,0.07343750046678048,Approved,0
154,45,Male,Semi-Urban,Self-employed,15,6,Graduate,390972,32581,1,830,860,gold,372728,60,,,,,93.0,22.0,558000.0,,,,,,,,,11.0,8104.009867020127,0.24873422752586252,0.21965235037505965,Approved,0
155,35,Female,Semi-Urban,Student,0,3,School,0,0,4,672,710,education,381452,120,,,,,,,,505677.0,ABC University,36.0,36629.0,,,,,10.0,5040.916288502184,0.13762090934784418,0.09013524195767858,Approved,0
156,33,Female,Semi-Urban,Self-employed,19,5,Graduate,923112,76926,4,709,691,gold,891510,24,,,,,196.0,22.0,1176000.0,,,,,,,,,11.0,41551.353830583656,0.5401470742087676,0.7805806994083802,Rejected,825247
157,49,Female,Urban,Salaried,3,14,School,524784,43732,1,809,856,gold,750049,120,,,,,159.0,24.0,954000.0,,,,,,,,,11.0,10331.925821949455,0.23625550676734325,0.06605100999666103,Approved,0
158,29,Female,Semi-Urban,Self-employed,1,6,Postgraduate,0,0,1,812,794,business,11645000,120,,,,,,,,,,,,4110000.0,4.0,Retail,UXRI3SIB0GWLF36,13.0,173872.356703479,0.5076565159225664,0.6873534284977572,Rejected,7093217
159,45,Female,Rural,Student,0,5,Graduate,0,0,0,800,769,education,1087371,36,,,,,,,,1489677.0,XYZ College,38.0,57895.0,,,,,10.0,35086.40360615036,0.6060351257647527,0.42780446872878325,Rejected,897119
160,32,Male,Rural,Salaried,11,9,Postgraduate,1154568,96214,2,774,725,home,2982634,120,3975924.45218442,Town,1141977.8319201816,Independent House,,,,,,,,,,,,8.5,36980.39311505386,0.3843556355109845,0.03154733314872489,Approved,0
161,46,Male,Rural,Self-employed,12,7,Postgraduate,1796904,149742,1,616,619,gold,182161,60,,,,,40.0,24.0,240000.0,,,,,,,,,11.0,3960.6215293357445,0.0264496369043805,0.20762682566106705,Approved,0
162,53,Female,Semi-Urban,Student,0,2,School,0,0,1,776,783,education,565489,240,,,,,,,,668005.0,XYZ College,31.0,80790.0,,,,,10.0,5457.091250512562,0.06754661778082141,0.17572476131752784,Rejected,411668
163,52,Male,Semi-Urban,Salaried,8,7,School,2394852,199571,0,781,781,home,6785414,120,10314640.753294976,City Center,1052740.1590006677,Independent House,,,,,,,,,,,,8.5,84129.4229088752,0.42155134217333784,0.16332406445353215,Rejected,5190908
164,40,Female,Urban,Self-employed,10,7,School,0,0,2,816,811,business,12758577,24,,,,,,,,,,,,3925716.0,13.0,Manufacturing,FBWOHIZ2C1TIQEU,13.0,606566.0042150957,1.854131080949602,0.795879420094828,Rejected,4128697
165,49,Female,Urban,Salaried,5,2,Graduate,0,0,3,708,738,business,8511654,24,,,,,,,,,,,,4863802.0,14.0,Services,ER4DTG1V32DXZTV,13.0,404659.5444022821,0.9983783330052057,0.4003783563058128,Rejected,5115288
166,34,Female,Semi-Urban,Self-employed,19,6,School,0,0,0,692,642,business,9174431,12,,,,,,,,,,,,4403727.0,3.0,Retail,NG728295PDK8LC2,13.0,819435.1831254223,2.2329318319471367,0.7563131531798418,Rejected,2465216
167,38,Female,Urban,Salaried,18,5,Postgraduate,0,0,1,718,762,business,1998071,36,,,,,,,,,,,,826788.0,13.0,Manufacturing,0AVI7RZD2D7H2MZ,13.0,67322.90837316962,0.9771246080954675,0.46881217012546966,Rejected,1022424
168,46,Male,Urban,Self-employed,13,4,Graduate,0,0,4,718,709,business,7808429,240,,,,,,,,,,,,2755916.0,9.0,Retail,U6PWQN1VGTMW55E,13.0,91481.65759641147,0.3983357588391438,0.2605100499956817,Rejected,5881760
169,48,Female,Rural,Self-employed,16,8,School,622488,51874,1,458,420,gold,725406,180,,,,,194.0,24.0,1164000.0,,,,,,,,,11.0,8244.942359085906,0.15894171182260683,0.6990071181927681,Rejected,568256
170,46,Female,Urban,Self-employed,14,3,Postgraduate,909876,75823,4,817,788,home,3336212,180,4478626.830071185,Suburban,1070408.095559511,Land,,,,,,,,,,,,8.5,32852.9993002606,0.43328540548726113,0.20601662230574933,Rejected,2450845
171,40,Male,Rural,Salaried,2,14,School,1581000,131750,3,587,618,home,5928750,120,7152842.340191346,Town,917120.9765823288,Land,,,,,,,,,,,,8.5,73508.0152914758,0.5579355999353002,0.807654077764996,Rejected,4590890
172,47,Male,Urban,Salaried,11,15,School,2050896,170908,0,727,679,home,7861768,240,12966727.505767629,Town,3850250.254540069,Land,,,,,,,,,,,,8.5,68226.24925729686,0.39919868734814556,0.11179326865709455,Rejected,5404440
173,51,Female,Rural,Self-employed,11,1,Postgraduate,0,0,4,773,803,business,7643193,180,,,,,,,,,,,,3275654.0,4.0,Retail,OMYPKX2TI113KQT,13.0,96704.90076251408,0.35426782228836406,0.27120426048762303,Rejected,4876568
174,47,Male,Rural,Salaried,2,6,Graduate,0,0,1,730,715,business,10889375,240,,,,,,,,,,,,4666875.0,12.0,Services,71CN25QK4IYJ2ML,13.0,127577.27261001198,0.3280411991579255,0.1337825451750221,Rejected,6804764
175,28,Female,Rural,Salaried,3,5,Postgraduate,1478508,123209,1,473,479,home,7146122,240,11839877.310581071,Town,2604362.231426769,Independent House,,,,,,,,,,,,8.5,62015.707000645765,0.5033374753520097,0.9320215571573427,Rejected,4409980
176,38,Male,Urban,Self-employed,10,3,School,0,0,1,826,799,business,3769334,24,,,,,,,,,,,,1966609.0,15.0,Retail,J2UHA2F29OFLF6Y,13.0,179201.00830461757,1.0934619437088973,0.6469208765282188,Rejected,2068294
177,47,Male,Urban,Student,0,2,Postgraduate,0,0,4,588,589,education,1040934,12,,,,,,,,1330111.0,National Institute,28.0,90805.0,,,,,10.0,91514.63615788314,1.0078149458497125,0.8320626268772784,Rejected,619717
178,35,Female,Semi-Urban,Salaried,7,8,Postgraduate,0,0,0,816,847,business,5056528,12,,,,,,,,,,,,1784657.0,8.0,Services,26Y2LW97ND7FBII,13.0,451635.30552018166,3.036787274104873,0.4857435492152055,Rejected,999055
179,38,Male,Rural,Self-employed,1,10,Postgraduate,0,0,3,700,710,business,1688528,60,,,,,,,,,,,,2026233.0,14.0,Retail,IOWU0LZK9YALG5D,13.0,38419.20092121771,0.22753079781773,0.2995391735906212,Approved,0
180,29,Male,Rural,Salaried,4,4,Graduate,0,0,1,723,726,business,9719178,120,,,,,,,,,,,,3887671.0,9.0,Manufacturing,MIRU1WEXQJS6QHA,13.0,145117.76591503696,0.447932242975407,0.06493258181060442,Approved,0
181,42,Female,Rural,Student,0,9,School,0,0,4,610,593,education,690612,60,,,,,,,,831525.0,ABC University,31.0,117717.0,,,,,10.0,14673.464042138447,0.1246503397312066,0.1772895029380618,Rejected,510128
182,26,Female,Semi-Urban,Self-employed,15,10,School,2223444,185287,4,681,713,home,8708489,180,15299788.09567219,Suburban,2154284.2892741202,Independent House,,,,,,,,,,,,8.5,85755.93608059893,0.4628275922250289,0.2327861009327361,Approved,0
183,33,Male,Rural,Self-employed,3,7,School,825492,68791,3,684,658,gold,642050,180,,,,,176.0,24.0,1056000.0,,,,,,,,,11.0,7297.520618317336,0.10608249070833882,0.3909832479537617,Approved,0
184,54,Female,Semi-Urban,Salaried,6,15,Postgraduate,1596696,133058,2,602,577,home,4124798,180,6697699.667387162,City Center,1450913.5358872598,Land,,,,,,,,,,,,8.5,40618.51759052371,0.3052692629569339,0.1973790058723263,Rejected,2944909
185,34,Male,Rural,Student,0,8,Graduate,0,0,4,471,496,education,1351482,12,,,,,,,,1382570.0,ABC University,24.0,65285.0,,,,,10.0,118816.73910538825,1.8199699640865168,0.8329103491688379,Rejected,371292
186,40,Female,Rural,Student,0,10,Postgraduate,0,0,2,589,635,education,690305,24,,,,,,,,706627.0,XYZ College,41.0,90198.0,,,,,10.0,31854.07337541944,0.35315720276967827,0.4186590183165455,Approved,0
187,31,Female,Semi-Urban,Student,0,15,Postgraduate,0,0,4,616,627,education,1078366,12,,,,,,,,1236225.0,XYZ College,32.0,37935.0,,,,,10.0,94805.50364867685,2.499156548007825,0.40669695702875763,Rejected,215746
188,47,Male,Urban,Student,0,13,Graduate,0,0,4,770,790,education,685836,180,,,,,,,,753644.0,XYZ College,34.0,59879.0,,,,,10.0,7370.028755084647,0.12308202800789336,0.13417553275598448,Rejected,490051
189,47,Male,Semi-Urban,Salaried,18,4,Graduate,1569684,130807,2,427,423,home,7717613,12,11277781.153306494,Town,1631996.6931094944,Land,,,,,,,,,,,,8.5,673128.5269711838,5.145967165145473,0.970392740631392,Rejected,899844
190,44,Male,Rural,Self-employed,15,8,Postgraduate,0,0,1,679,659,business,7187504,12,,,,,,,,,,,,3920457.0,9.0,Services,G0730P8JN5294X2,13.0,641968.2764473028,1.9649799289643104,0.7758738880042443,Rejected,2194680
191,44,Female,Rural,Self-employed,15,10,Graduate,0,0,0,705,667,business,11994260,12,,,,,,,,,,,,4797704.0,15.0,Manufacturing,CR05BNBITCQ4I1X,13.0,1071294.6273784093,2.6795182713524865,0.661792512834576,Rejected,2685765
192,23,Female,Semi-Urban,Salaried,20,13,Graduate,631764,52647,2,785,773,gold,374292,12,,,,,94.0,22.0,564000.0,,,,,,,,,11.0,33080.54773136787,0.6283463014296706,0.4753389742994479,Rejected,297839
193,35,Male,Semi-Urban,Salaried,4,9,School,706560,58880,4,776,787,gold,328222,24,,,,,75.0,24.0,450000.0,,,,,,,,,11.0,15297.7178685397,0.25981178445210085,0.1269426271221006,Approved,0
194,34,Male,Rural,Student,0,3,Graduate,0,0,4,622,586,education,293461,120,,,,,,,,323461.0,ABC University,42.0,33312.0,,,,,10.0,3878.1087396058733,0.11641776956069505,0.17027195722089367,Rejected,205238
195,41,Female,Semi-Urban,Student,0,4,School,0,0,4,583,560,education,1246006,60,,,,,,,,1428816.0,National Institute,29.0,46826.0,,,,,10.0,26473.94519250861,0.5653684959746426,0.9465829854835581,Rejected,1101941
196,39,Female,Semi-Urban,Salaried,11,5,Graduate,2058240,171520,1,581,593,home,9433600,120,14387509.037822526,City Center,2233030.4789729873,Independent House,,,,,,,,,,,,8.5,116963.13945665881,0.6819212888098112,0.9296015055307417,Rejected,8300313
197,23,Male,Rural,Student,0,9,School,0,0,4,783,752,education,824461,240,,,,,,,,942022.0,XYZ College,29.0,46740.0,,,,,10.0,7956.227105193625,0.17022308740251657,0.056883705590587114,Approved,0
198,32,Male,Semi-Urban,Salaried,6,13,Postgraduate,1355436,112953,4,450,430,home,3953355,240,6315390.773398612,City Center,1059458.8569289264,Land,,,,,,,,,,,,8.5,34308.133187418,0.3037381316779369,0.5852200596100474,Rejected,2703875
199,36,Female,Semi-Urban,Self-employed,19,13,Postgraduate,0,0,3,710,700,business,5324488,24,,,,,,,,,,,,2662244.0,12.0,Services,HVMXB0SKNUIVQPU,13.0,253135.86387033804,1.141003742122832,0.7617756785866518,Rejected,2799897
200,53,Female,Rural,Salaried,11,1,School,962532,80211,2,728,771,gold,413528,36,,,,,100.0,22.0,600000.0,,,,,,,,,11.0,13538.376211959492,0.16878453344253896,0.1858385717115196,Approved,0
201,34,Male,Urban,Self-employed,3,7,Graduate,625884,52157,0,806,843,gold,331396,120,,,,,82.0,22.0,492000.0,,,,,,,,,11.0,4564.980274209767,0.08752382756312226,0.31242431719011243,Approved,0
202,45,Female,Rural,Salaried,2,15,Postgraduate,1113168,92764,2,725,690,home,5287548,12,8412588.259820178,City Center,1277262.2304772132,Apartment,,,,,,,,,,,,8.5,461178.7863072985,4.971527600225287,0.5506859463463898,Rejected,638140
203,29,Male,Urban,Salaried,7,4,Graduate,1168092,97341,3,678,670,gold,564669,24,,,,,134.0,22.0,804000.0,,,,,,,,,11.0,26318.00138659335,0.2703691290062086,0.059726219712234775,Approved,0
204,52,Male,Urban,Student,0,14,Graduate,0,0,3,606,624,education,1132454,24,,,,,,,,1427093.0,XYZ College,36.0,116043.0,,,,,10.0,52257.00641062609,0.4503245039392819,0.058383625104171125,Approved,0
205,42,Female,Semi-Urban,Self-employed,19,1,School,0,0,3,682,715,business,15366150,24,,,,,,,,,,,,4728046.0,6.0,Retail,ZATNDHDHGZ1MGXN,13.0,730534.7771675314,1.8541311412812773,0.6429211234384387,Rejected,4972512
206,30,Female,Urban,Self-employed,5,4,Postgraduate,1763112,146926,1,579,586,gold,186662,36,,,,,47.0,24.0,282000.0,,,,,,,,,11.0,6111.074414493777,0.041592872701181394,0.7668902111203539,Rejected,141410
207,45,Male,Semi-Urban,Self-employed,8,10,School,0,0,4,678,641,business,11668971,120,,,,,,,,,,,,4517021.0,15.0,Retail,480VKT8AQF8VW8Z,13.0,174230.2694782784,0.4628632972349123,0.25213113645324814,Approved,0
208,40,Female,Semi-Urban,Self-employed,17,14,Graduate,1313400,109450,3,723,677,home,3064600,12,3781571.1943899505,City Center,1010990.7887725143,Land,,,,,,,,,,,,8.5,267293.7453272003,2.4421539088825974,0.6231418984587035,Rejected,752926
209,52,Female,Semi-Urban,Salaried,19,15,Graduate,0,0,2,596,581,business,1428612,180,,,,,,,,,,,,1558486.0,5.0,Services,69D67UYMKINFBI9,13.0,18075.401430807353,0.13917662216387458,0.5911465913553128,Rejected,1021300
210,22,Male,Urban,Student,0,2,School,0,0,4,628,607,education,972152,240,,,,,,,,1000313.0,ABC University,36.0,69410.0,,,,,10.0,9381.47722301988,0.13516031152600316,0.1714565849553068,Approved,0
211,39,Female,Rural,Student,0,15,Graduate,0,0,3,677,648,education,1048178,240,,,,,,,,1345198.0,ABC University,38.0,32328.0,,,,,10.0,10115.144578903844,0.31289113396757745,0.02335273169592751,Approved,0
212,38,Male,Semi-Urban,Salaried,12,2,School,1468776,122398,3,598,619,home,4895920,240,7591869.186326921,Suburban,2266338.914526971,Land,,,,,,,,,,,,8.5,42487.93124698985,0.34712929334621356,0.42146832025205017,Approved,0
213,36,Female,Semi-Urban,Self-employed,1,1,Postgraduate,2010420,167535,4,572,529,home,6701400,120,8914828.867725797,Town,2588878.0278862426,Apartment,,,,,,,,,,,,8.5,83087.7695423649,0.49594275549804456,0.7547692968350488,Rejected,4452032
214,39,Male,Semi-Urban,Self-employed,5,3,School,0,0,1,826,876,business,7328352,180,,,,,,,,,,,,3997283.0,10.0,Retail,J51VAZLM69155AD,13.0,92721.3996706313,0.2783532704708612,0.3089400754603594,Approved,0
